Age,Age_brackets,gender,state,country_name
73,1,F,Delaware,United Kingdom
83,2,M,Florida,Denmark
53,3,M,Ohio,Sweden
53,4,M,Utah,France
54,5,F,California,France
55,6,M,Indiana,Germany
58,7,F,California,Germany
60,8,F,Virginia,Denmark
63,9,M,California,France
66,10,M,Texas,Italy
71,11,M,Colorado,United Kingdom
71,12,F,Arizona,Latvia
71,13,M,New York,France
76,14,M,New Jersey,Spain
33,15,M,California,Denmark
40,16,M,New York,Spain
55,17,F,Colorado,Bulgaria
56,18,M,California,France
64,19,M,California,France
76,20,M,Illinois,Italy
29,21,F,Oregon,Italy
36,22,M,Florida,Poland
43,23,M,California,United Kingdom
48,24,M,Texas,Greece
49,25,M,Texas,Ireland
52,26,M,Georgia,Germany
52,27,M,Utah,United Kingdom
54,28,M,California,Finland
55,29,M,Pennsylvania,Spain
55,30,M,Tennessee,France
56,31,M,Utah,Finland
61,32,F,Colorado,Denmark
67,33,F,Arizona,Germany
75,34,M,New York,Spain
27,35,F,California,France
40,36,M,California,Denmark
42,37,M,Florida,Spain
42,38,M,Utah,France
42,39,M,Washington,Sweden
48,40,M,New York,United Kingdom
48,41,F,Texas,Finland
49,42,M,Illinois,Spain
50,43,M,Maine,Bulgaria
63,44,M,Arizona,Spain
65,45,M,Oklahoma,Spain
70,46,M,California,Finland
72,47,F,Arizona,Italy
0,48,M,California,United Kingdom
36,49,M,Utah,Italy
36,0,M,Illinois,France
37,1,M,New York,Spain
38,2,F,Virginia,Spain
43,3,M,Virginia,Malta
46,4,M,New York,Slovakia
47,5,M,Connecticut,Germany
59,6,M,Indiana,Ireland
59,7,F,Illinois,Ireland
62,8,M,New Hampshire,Bulgaria
62,9,F,Maryland,Spain
71,10,M,North Carolina,Denmark
72,11,M,Florida,United Kingdom
75,12,F,California,Spain
31,13,M,Massachusetts,Finland
34,14,F,New York,Lithuania
39,15,M,California,Bulgaria
40,16,M,Arkansas,Czech Republic
41,17,M,Pennsylvania,Italy
41,18,M,Texas,Denmark
46,19,M,Washington,Germany
48,20,F,Maryland,United Kingdom
53,21,M,Texas,Greece
55,22,M,South Dakota,Poland
60,23,M,Florida,Greece
62,24,M,Colorado,Denmark
63,25,F,Florida,Denmark
66,26,F,Missouri,United Kingdom
75,27,F,California,Germany
77,28,M,California,Finland
22,29,M,California,United Kingdom
43,30,M,New York,Spain
46,31,F,California,Italy
47,32,M,California,Spain
48,33,F,Minnesota,Spain
50,34,M,New Jersey,Sweden
71,35,M,California,Ireland
75,36,M,Florida,Sweden
75,37,M,Florida,United Kingdom
81,38,F,Arkansas,Finland
31,39,M,California,Italy
50,40,M,Maryland,Germany
51,41,M,New York,Germany
57,42,M,Michigan,United Kingdom
58,43,M,Georgia,France
63,44,M,Florida,Greece
65,45,M,New York,Finland
69,46,M,Illinois,United Kingdom
34,47,F,Wisconsin,United Kingdom
42,48,F,California,Sweden
42,49,M,California,Bulgaria
43,0,M,New York,Denmark
44,1,M,New Jersey,Germany
44,2,M,California,Bulgaria
45,3,M,California,Spain
50,4,M,California,Spain
51,5,F,New York,United Kingdom
51,6,M,Virginia,Finland
52,7,F,Connecticut,United Kingdom
53,8,M,Pennsylvania,Denmark
56,9,M,Texas,Spain
57,10,M,Arizona,Denmark
66,11,F,Florida,Italy
67,12,M,Washington,United Kingdom
68,13,M,Missouri,Cyprus
74,14,M,Tennessee,Poland
86,15,M,Alabama,Ireland
22,16,M,New York,Romania
42,17,M,New York,Bulgaria
42,18,M,California,Sweden
45,19,M,Texas,Bulgaria
50,20,M,Georgia,Finland
54,21,M,New York,Denmark
59,22,M,California,Spain
65,23,F,Colorado,Italy
66,24,M,Florida,Spain
72,25,M,Minnesota,Poland
73,26,M,South Carolina,Spain
73,27,M,Minnesota,Spain
33,28,M,New York,Cyprus
36,29,M,Hawaii,United Kingdom
42,30,M,Texas,France
44,31,M,Virginia,Denmark
55,32,M,New Jersey,Denmark
58,33,M,Massachusetts,United Kingdom
65,34,F,Hawaii,Denmark
70,35,M,Pennsylvania,Spain
72,36,M,Florida,Italy
76,37,F,California,Finland
78,38,M,Texas,Spain
79,39,M,Colorado,United Kingdom
15,40,F,New Jersey,Finland
29,41,M,Illinois,Germany
39,42,M,California,Bulgaria
40,43,M,Minnesota,Italy
41,44,M,Illinois,France
43,45,M,California,Spain
44,46,F,New York,Italy
46,47,F,California,Sweden
47,48,M,Texas,France
77,49,F,California,Sweden
42,0,M,Oregon,Bulgaria
44,1,M,Nevada,France
49,2,M,Hawaii,Spain
58,3,F,Washington,Italy
62,4,F,Tennessee,Denmark
67,5,M,Arizona,Lithuania
30,6,M,Oklahoma,Spain
35,7,F,Illinois,United Kingdom
36,8,F,Texas,France
41,9,M,District of Columbia,Spain
43,10,M,California,Spain
45,11,M,New York,United Kingdom
48,12,M,Pennsylvania,Germany
61,13,M,Massachusetts,Finland
62,14,M,North Carolina,Germany
63,15,M,Minnesota,Ireland
64,16,M,California,Finland
64,17,M,Maine,Sweden
71,18,M,Connecticut,Slovakia
77,19,F,Florida,France
27,20,M,Illinois,Sweden
45,21,M,New Hampshire,Germany
45,22,M,California,Sweden
62,23,M,Washington,Sweden
63,24,M,Arizona,United Kingdom
64,25,M,Indiana,Ireland
69,26,M,Illinois,France
69,27,M,Florida,Finland
71,28,M,Texas,Germany
76,29,M,Oregon,Bulgaria
84,30,F,Ohio,Italy
31,31,F,North Carolina,Denmark
32,32,M,New York,France
48,33,M,Texas,Italy
52,34,M,New Jersey,Denmark
53,35,M,South Carolina,Sweden
56,36,M,New York,United Kingdom
61,37,M,Virginia,Sweden
64,38,M,Wisconsin,Germany
66,39,M,Tennessee,Greece
66,40,F,Massachusetts,France
71,41,M,Florida,Croatia
75,42,F,North Carolina,Italy
81,43,M,Texas,France
28,44,M,Oklahoma,Slovenia
32,45,F,New York,Spain
42,46,M,Virginia,Italy
46,47,M,Pennsylvania,Austria
48,48,M,Kansas,Italy
53,49,F,Georgia,Spain
60,0,F,Florida,Spain
74,1,M,California,Sweden
84,2,M,Illinois,Sweden
43,3,F,New York,United Kingdom
44,4,M,Wisconsin,Sweden
49,5,M,California,United Kingdom
53,6,F,Minnesota,Germany
53,7,M,New Jersey,Denmark
54,8,M,Missouri,Italy
56,9,F,California,Spain
61,10,M,Ohio,Spain
63,11,M,Massachusetts,Finland
66,12,M,Maine,Luxembourg
66,13,M,New Jersey,Spain
77,14,F,New York,Germany
80,15,M,Oregon,Sweden
35,16,F,Wisconsin,Greece
36,17,F,Pennsylvania,Lithuania
38,18,M,New York,Sweden
54,19,M,New York,Greece
63,20,M,California,Denmark
64,21,M,Ohio,Germany
71,22,F,New York,Netherlands
72,23,F,Texas,France
34,24,M,New York,France
38,25,M,Nevada,Ireland
41,26,F,California,Sweden
46,27,M,Washington,Spain
58,28,M,Oregon,France
64,29,M,California,Sweden
41,30,M,Georgia,Bulgaria
41,31,M,New York,Germany
42,32,M,Florida,Bulgaria
46,33,F,Idaho,Sweden
49,34,M,New York,United Kingdom
54,35,M,Florida,France
57,36,F,Florida,Germany
61,37,F,Hawaii,Spain
61,38,M,Colorado,United Kingdom
61,39,M,Texas,Sweden
63,40,M,Texas,Greece
63,41,F,Mississippi,Austria
68,42,M,Texas,Germany
70,43,F,Wisconsin,Finland
73,44,M,California,Austria
74,45,M,Michigan,Spain
74,46,F,New York,Italy
75,47,F,Hawaii,France
36,49,M,Florida,Slovakia
42,0,M,North Carolina,Greece
42,1,M,Texas,Sweden
48,2,M,North Carolina,Greece
48,3,F,New Hampshire,Italy
52,4,M,Washington,Italy
52,5,M,Maryland,Italy
54,6,M,Texas,Italy
55,7,M,Connecticut,France
55,8,F,Florida,Spain
55,9,M,Minnesota,France
56,10,M,California,France
67,11,F,Colorado,United Kingdom
67,12,F,Colorado,Germany
71,13,M,Washington,United Kingdom
73,14,M,Tennessee,France
75,15,M,Nevada,Italy
78,16,M,Florida,Germany
83,17,M,California,Greece
26,18,M,Virginia,Germany
33,19,F,Georgia,Greece
33,20,M,Pennsylvania,Finland
34,21,M,South Carolina,France
38,22,M,District of Columbia,France
51,23,M,District of Columbia,Hungary
51,24,F,Texas,United Kingdom
58,25,M,Rhode Island,Germany
60,26,M,Ohio,France
64,27,F,Missouri,Spain
67,28,M,Texas,United Kingdom
69,29,M,California,Sweden
76,30,M,North Carolina,Sweden
89,31,F,Texas,Germany
39,32,F,District of Columbia,Germany
40,33,M,North Carolina,United Kingdom
44,34,M,New York,Germany
45,35,M,Washington,France
47,36,M,California,Denmark
51,37,M,New York,Germany
57,38,F,New York,Spain
60,39,M,Pennsylvania,Denmark
61,40,M,Florida,United Kingdom
63,41,M,Florida,United Kingdom
70,42,M,Florida,Denmark
71,43,F,Oregon,Spain
71,44,M,Louisiana,United Kingdom
72,45,M,Florida,Spain
77,46,F,Texas,Spain
47,47,M,New York,Denmark
48,48,M,Pennsylvania,Finland
48,49,F,Florida,France
48,0,M,Virginia,Italy
51,1,M,California,United Kingdom
51,2,F,Texas,Finland
52,3,M,Florida,Spain
53,4,M,California,Italy
64,5,F,California,France
70,6,M,Oregon,United Kingdom
71,7,F,Ohio,Spain
80,8,F,New York,Denmark
32,9,M,California,Sweden
44,10,M,California,Austria
46,11,M,Illinois,Germany
48,12,M,Florida,Luxembourg
52,13,M,New York,France
52,14,M,North Carolina,Ireland
55,15,M,New York,Denmark
55,16,F,Pennsylvania,Spain
56,17,M,Utah,Finland
69,18,F,Florida,Slovenia
69,19,M,Arizona,Spain
69,20,F,Washington,Slovenia
78,21,M,Texas,Spain
33,22,F,Washington,Germany
38,23,M,District of Columbia,Spain
38,24,M,New York,Slovenia
39,25,M,Virginia,Spain
41,26,M,New Jersey,Greece
42,27,F,Oregon,Latvia
43,28,M,California,Italy
44,29,M,Utah,France
44,30,F,Indiana,Germany
45,31,M,California,Italy
46,32,M,Arizona,Bulgaria
47,33,M,California,Greece
48,34,M,Illinois,France
53,35,M,Wisconsin,Finland
76,36,M,Maryland,Denmark
78,37,M,Illinois,Bulgaria
82,38,F,Michigan,France
85,39,M,Massachusetts,Spain
31,40,M,Indiana,Spain
39,41,M,Texas,Germany
48,42,M,Colorado,France
50,43,M,California,United Kingdom
51,44,M,New Mexico,Spain
54,45,M,Oregon,United Kingdom
56,46,M,New Jersey,Bulgaria
66,47,M,Wisconsin,Spain
66,48,F,Pennsylvania,Germany
67,49,M,California,Ireland
67,0,M,Connecticut,France
34,1,M,Florida,United Kingdom
36,2,M,Illinois,Greece
37,3,M,California,Bulgaria
40,4,F,Pennsylvania,Denmark
43,5,M,Texas,Finland
43,6,M,North Carolina,United Kingdom
47,7,M,Connecticut,Bulgaria
50,8,F,Oregon,Germany
53,9,F,Washington,Greece
54,10,F,California,Italy
54,11,M,California,Spain
58,12,M,Georgia,Greece
59,13,F,Oregon,United Kingdom
60,14,M,Texas,Denmark
70,15,F,Virginia,Germany
72,16,M,California,Estonia
76,17,M,Texas,France
78,18,M,Texas,Germany
81,19,M,Illinois,Bulgaria
31,20,M,Georgia,Germany
33,21,M,New York,United Kingdom
36,22,M,Tennessee,Greece
37,23,F,Washington,Italy
37,24,F,New York,Germany
37,25,F,Minnesota,Italy
39,26,M,California,Spain
40,27,M,New York,Spain
41,28,M,Wisconsin,Italy
45,29,M,New York,United Kingdom
48,30,F,Florida,Spain
50,31,F,California,Bulgaria
52,32,M,Nebraska,Germany
60,33,F,California,Sweden
64,34,M,Arizona,France
65,35,M,Wisconsin,Greece
70,36,M,Washington,Finland
71,37,M,New Hampshire,United Kingdom
71,38,M,Massachusetts,Poland
72,39,F,South Carolina,Denmark
73,40,M,Florida,Germany
74,41,M,Florida,Bulgaria
80,42,M,Nevada,Germany
24,43,M,Minnesota,France
31,44,M,Georgia,Italy
33,45,F,Indiana,Slovakia
33,46,M,Massachusetts,Germany
35,47,M,Washington,France
43,48,M,Washington,France
45,49,M,Texas,France
49,0,F,Arizona,Finland
53,1,M,Illinois,Sweden
57,2,M,California,Sweden
57,3,M,Ohio,Spain
59,4,M,California,Spain
63,5,M,Illinois,Denmark
67,6,M,District of Columbia,United Kingdom
35,7,M,Florida,Spain
39,8,M,Pennsylvania,Finland
52,9,F,California,Spain
52,10,F,California,Italy
56,11,F,California,Greece
60,12,M,Delaware,France
76,13,F,Texas,France
78,14,F,New Jersey,Denmark
84,15,F,California,Slovakia
33,16,M,Florida,Finland
36,17,M,Florida,Germany
36,18,M,Tennessee,Sweden
40,19,M,Texas,Finland
45,20,M,Arkansas,Spain
49,21,M,New York,France
52,22,M,California,Malta
54,23,M,District of Columbia,Germany
57,24,M,New Jersey,France
64,25,M,California,Spain
66,26,M,Maryland,Spain
72,27,F,Illinois,Germany
35,28,M,Colorado,Romania
35,29,M,New York,Italy
36,30,M,Illinois,United Kingdom
44,31,M,North Carolina,Spain
44,32,M,Washington,United Kingdom
58,33,M,Pennsylvania,Estonia
63,34,M,New York,Italy
66,35,M,Rhode Island,Sweden
69,36,M,District of Columbia,Malta
70,37,M,Connecticut,France
70,38,F,Ohio,Greece
70,39,F,California,Finland
78,40,M,Washington,Germany
37,41,M,District of Columbia,Germany
38,42,F,New York,United Kingdom
41,43,M,Nevada,Greece
49,44,M,Massachusetts,United Kingdom
49,45,F,New Jersey,Italy
51,46,M,California,Italy
51,47,F,Texas,Germany
57,48,M,Washington,United Kingdom
59,49,F,Virginia,Slovakia
67,0,F,New York,Poland
79,1,M,Oregon,Denmark
83,2,M,Utah,Germany
32,3,M,Virginia,Spain
36,4,M,Colorado,Italy
38,5,M,Nebraska,Spain
48,6,M,Utah,United Kingdom
49,7,F,New York,Finland
51,9,M,California,France
55,10,M,Maryland,France
61,11,M,Arizona,Italy
67,12,F,Delaware,Ireland
68,13,F,Virginia,Italy
68,14,F,California,Italy
70,15,M,Alabama,Germany
75,16,F,Arizona,Ireland
77,17,M,Texas,Spain
87,18,F,Missouri,Italy
13,19,F,New Hampshire,France
26,20,M,California,Italy
33,21,M,California,United Kingdom
53,22,M,South Carolina,Bulgaria
53,23,F,California,France
57,24,M,District of Columbia,Italy
58,25,F,New Hampshire,Netherlands
58,26,M,Illinois,Ireland
74,27,M,Tennessee,Germany
74,28,M,Illinois,Spain
80,29,M,Wisconsin,Croatia
32,30,F,Massachusetts,Germany
32,31,M,Massachusetts,Italy
38,32,M,Colorado,Spain
39,33,M,New York,Italy
46,34,F,Virginia,Spain
50,35,M,Minnesota,United Kingdom
54,36,M,New York,Bulgaria
56,37,M,South Carolina,Greece
56,38,M,Texas,United Kingdom
60,39,F,Pennsylvania,Italy
61,40,F,Massachusetts,Italy
62,41,F,Florida,France
65,42,M,North Carolina,United Kingdom
66,43,M,Washington,Italy
68,44,F,Florida,United Kingdom
43,45,M,Minnesota,Bulgaria
44,46,M,California,Germany
44,47,M,California,Spain
46,48,M,Illinois,Denmark
48,49,F,New York,Germany
51,0,M,Massachusetts,Germany
52,1,M,Massachusetts,Sweden
55,2,M,Texas,Slovakia
55,3,M,Wisconsin,Poland
57,4,F,Colorado,France
63,5,M,Utah,Italy
64,6,F,California,Ireland
64,7,M,New York,Cyprus
67,8,F,Illinois,Bulgaria
68,9,M,New York,Sweden
68,10,M,Florida,Ireland
69,11,M,North Carolina,Spain
76,12,M,Connecticut,Finland
79,13,M,Florida,Spain
80,14,F,Arizona,Spain
25,15,M,New York,Estonia
49,16,M,New York,Finland
49,17,M,Maryland,United Kingdom
53,18,M,Connecticut,Portugal
54,19,M,Missouri,Bulgaria
61,20,M,New Jersey,Hungary
65,21,F,Alabama,Poland
71,22,M,California,France
71,23,M,Texas,Greece
78,24,M,Colorado,Sweden
30,25,M,Illinois,Finland
38,26,M,Pennsylvania,Bulgaria
38,27,F,New York,France
38,28,M,Illinois,United Kingdom
39,29,F,California,Denmark
39,30,M,Pennsylvania,Italy
45,31,M,Michigan,Bulgaria
47,32,M,New Jersey,Ireland
47,33,M,California,Sweden
49,34,F,California,Spain
49,35,M,South Carolina,United Kingdom
53,36,M,California,Bulgaria
54,37,M,Virginia,Slovakia
55,38,M,California,United Kingdom
56,39,M,Pennsylvania,Ireland
60,40,F,Pennsylvania,Latvia
61,41,F,Florida,Portugal
65,42,F,New York,Italy
66,43,M,Virginia,Croatia
32,44,M,California,Germany
34,45,M,Virginia,Greece
42,47,M,Washington,United Kingdom
44,48,M,Alabama,Romania
50,49,M,District of Columbia,Luxembourg
51,0,M,California,Germany
52,1,M,Illinois,Denmark
53,2,F,Washington,Luxembourg
53,3,F,Utah,United Kingdom
54,4,F,New York,Finland
54,5,M,Colorado,Ireland
55,6,M,Texas,Germany
57,7,M,Tennessee,Finland
58,8,M,Georgia,Italy
58,9,F,New York,Finland
60,10,M,Tennessee,Italy
65,11,F,New Jersey,France
66,12,F,Florida,Italy
72,13,F,California,Germany
81,14,M,California,United Kingdom
82,15,F,Vermont,Bulgaria
83,16,M,New Jersey,Spain
32,17,M,Colorado,France
34,18,M,California,Germany
36,19,M,Georgia,Finland
46,20,F,California,Spain
47,21,M,Massachusetts,Spain
47,22,M,Colorado,United Kingdom
48,23,M,Texas,Italy
51,24,M,District of Columbia,Romania
51,25,F,Texas,Denmark
51,26,M,California,Spain
52,27,M,New York,Greece
53,28,M,North Carolina,Denmark
53,29,M,California,Italy
57,30,M,Florida,France
61,31,F,California,Germany
63,32,M,Georgia,Spain
64,33,M,New York,United Kingdom
68,34,M,California,Spain
70,35,M,Delaware,France
71,36,F,New York,Finland
71,37,M,Texas,Cyprus
72,38,F,New Jersey,United Kingdom
74,39,F,Georgia,Spain
29,41,M,California,Ireland
36,42,M,Vermont,Finland
36,43,M,Arizona,Sweden
38,44,F,California,United Kingdom
38,45,F,California,Lithuania
40,46,F,California,United Kingdom
41,47,F,Texas,United Kingdom
49,48,F,California,United Kingdom
49,49,M,California,Ireland
50,0,M,New York,Bulgaria
53,1,M,Missouri,Netherlands
53,2,M,California,Spain
56,3,M,Louisiana,Spain
58,4,M,Florida,Germany
68,5,M,Texas,Ireland
70,6,M,California,Spain
83,7,M,Florida,Slovakia
30,8,M,Pennsylvania,United Kingdom
31,9,F,New York,United Kingdom
33,10,M,New York,Latvia
34,11,F,Michigan,Spain
37,12,M,Utah,Sweden
38,13,F,District of Columbia,Italy
39,14,M,Missouri,France
42,15,F,Georgia,Denmark
46,16,M,New York,Greece
49,17,M,North Carolina,France
50,18,M,Wisconsin,Spain
50,19,M,Illinois,Croatia
54,20,M,New York,Greece
55,21,M,New York,United Kingdom
57,22,M,Colorado,France
63,23,M,California,Bulgaria
71,24,F,Florida,Italy
84,25,M,Texas,Italy
30,26,F,Virginia,Germany
31,27,M,Nevada,Italy
31,28,F,California,Germany
34,29,F,Massachusetts,Germany
36,30,M,New York,Italy
42,31,M,New York,Finland
43,32,M,Illinois,Germany
43,33,M,Arizona,France
46,34,M,District of Columbia,United Kingdom
49,35,M,Texas,Belgium
52,36,F,District of Columbia,United Kingdom
54,37,M,Texas,Ireland
55,38,M,California,Spain
57,39,M,Michigan,Germany
57,40,F,New York,Sweden
63,41,F,New York,France
64,42,M,California,Spain
67,43,F,Arizona,Germany
73,44,F,Maryland,Latvia
91,45,M,Wisconsin,United Kingdom
34,46,M,California,Greece
38,47,M,California,Spain
38,48,F,Washington,Slovakia
40,49,M,Arizona,Spain
42,0,M,Arizona,Portugal
42,1,M,New York,Germany
43,2,M,California,United Kingdom
47,3,M,Oregon,United Kingdom
48,4,M,Maryland,United Kingdom
49,5,M,California,Finland
49,6,F,Colorado,Spain
50,7,F,Virginia,France
52,8,M,Virginia,Spain
53,9,M,Texas,Italy
57,10,M,Indiana,Bulgaria
80,11,F,Wisconsin,Germany
29,12,M,New York,Italy
32,13,M,California,France
36,14,M,Michigan,Sweden
38,15,M,Wisconsin,Sweden
38,16,M,Minnesota,Romania
38,17,M,Michigan,Ireland
40,18,M,New York,Sweden
41,19,F,California,Sweden
41,20,F,Texas,Greece
44,21,M,Missouri,Denmark
45,22,M,Texas,Luxembourg
46,23,M,North Carolina,Greece
46,24,M,Texas,Slovenia
48,25,M,Florida,Italy
53,26,M,Virginia,Portugal
54,27,M,Hawaii,Denmark
54,28,F,Arkansas,United Kingdom
56,29,F,Mississippi,Ireland
58,30,M,Illinois,France
59,31,M,New Jersey,Germany
59,32,F,California,Hungary
59,33,F,Texas,Germany
60,34,M,Washington,United Kingdom
60,35,M,Maryland,Germany
62,36,M,Georgia,Italy
71,37,M,California,Spain
72,38,F,California,Sweden
73,39,F,Minnesota,France
83,40,F,Michigan,Spain
85,41,M,California,Germany
31,42,M,District of Columbia,Sweden
34,43,M,New York,Germany
34,44,M,New York,Germany
36,45,M,Wisconsin,Finland
38,46,F,Wisconsin,Bulgaria
43,47,M,California,United Kingdom
44,48,M,New York,United Kingdom
45,49,F,California,Italy
50,0,M,California,Bulgaria
55,1,M,California,France
55,2,M,New York,Romania
55,3,M,Tennessee,Denmark
56,4,F,Minnesota,Germany
59,5,M,Florida,Denmark
64,6,F,California,Denmark
69,7,M,Hawaii,Italy
70,8,F,Florida,Finland
71,10,F,Hawaii,Sweden
72,11,F,Maryland,Finland
79,12,M,California,Denmark
19,13,F,California,Germany
35,14,M,Virginia,Finland
36,15,M,Georgia,Finland
37,16,M,Wisconsin,Estonia
38,17,M,Montana,Italy
41,18,M,Nevada,Spain
41,19,M,New York,Italy
42,20,M,Missouri,United Kingdom
44,21,M,Maryland,Italy
47,22,M,Arizona,Spain
49,23,M,Texas,Germany
53,24,M,Florida,Bulgaria
56,25,M,North Carolina,France
59,26,M,California,Germany
64,27,F,Texas,Spain
74,28,F,Nevada,Spain
75,29,M,Maryland,Italy
77,30,M,Georgia,Finland
79,31,M,Illinois,Denmark
93,32,M,New York,United Kingdom
7,33,M,New York,Italy
33,34,F,California,United Kingdom
37,35,M,Wisconsin,Spain
42,36,M,California,Finland
46,37,M,California,France
46,38,M,Pennsylvania,Ireland
47,39,M,New York,Greece
50,40,M,Texas,United Kingdom
53,41,M,Illinois,France
58,42,F,New York,France
59,43,M,California,Ireland
60,44,M,Ohio,Bulgaria
64,45,M,California,Greece
64,46,F,Florida,Germany
69,47,M,Michigan,Italy
74,48,M,Oklahoma,Bulgaria
87,49,F,Florida,United Kingdom
